t,i,q,dq,q_des,dq_des
3.879057,0,-0.192326,0.924468,-0.111838,0.000000
3.881058,0,-0.190792,0.911193,-0.110085,0.000000
3.883058,0,-0.188874,0.859922,-0.108328,0.000000
3.885057,0,-0.186957,0.986724,-0.106567,0.000000
3.887057,0,-0.185039,0.922637,-0.104802,0.000000
3.889057,0,-0.183122,0.984893,-0.103032,0.000000
3.891057,0,-0.181204,0.917144,-0.101258,0.000000
3.893064,0,-0.179287,0.966125,-0.099474,0.000000
3.895057,0,-0.177370,0.988097,-0.097700,0.000000
3.897058,0,-0.175452,1.031129,-0.095914,0.000000
3.899058,0,-0.173151,1.018769,-0.094125,0.000000
3.901055,0,-0.171616,0.986724,-0.092334,0.000000
3.903057,0,-0.169315,1.000459,-0.090536,0.000000
3.905062,0,-0.167398,0.961547,-0.088732,0.000000
3.907057,0,-0.165480,0.992217,-0.086932,0.000000
3.909058,0,-0.163563,0.985808,-0.085125,0.000000
3.911056,0,-0.161262,1.061799,-0.083317,0.000000
3.913058,0,-0.159728,1.007783,-0.081501,0.000000
3.915057,0,-0.157427,1.004578,-0.079685,0.000000
3.917059,0,-0.155510,0.985351,-0.077864,0.000000
3.919057,0,-0.153592,0.930419,-0.076042,0.000000
3.921057,0,-0.151675,1.004121,-0.074217,0.000000
3.923057,0,-0.149374,1.037537,-0.072388,0.000000
3.925057,0,-0.147456,1.046693,-0.070557,0.000000
3.927058,0,-0.145155,1.065461,-0.068722,0.000000
3.929057,0,-0.143238,1.074616,-0.066885,0.000000
3.931057,0,-0.141320,1.110322,-0.065045,0.000000
3.933057,0,-0.139019,1.001832,-0.063203,0.000000
3.935057,0,-0.137102,1.041200,-0.061358,0.000000
3.937058,0,-0.134801,1.066834,-0.059511,0.000000
3.939064,0,-0.132883,1.054475,-0.057656,0.000000
3.941058,0,-0.130966,1.029755,-0.055809,0.000000
3.943056,0,-0.129048,1.009614,-0.053958,0.000000
3.945058,0,-0.126747,1.054475,-0.052100,0.000000
3.947057,0,-0.124830,1.005494,-0.050243,0.000000
3.949058,0,-0.122528,1.069123,-0.048383,0.000000
3.951057,0,-0.120611,0.944610,-0.046521,0.000000
3.953057,0,-0.118693,1.036622,-0.044658,0.000000
3.955057,0,-0.116392,1.119479,-0.042793,0.000000
3.957058,0,-0.114475,1.002290,-0.040924,0.000000
3.959058,0,-0.112557,1.049897,-0.039056,0.000000
3.961058,0,-0.110256,1.069581,-0.037186,0.000000
3.963058,0,-0.107955,1.068208,-0.035315,0.000000
3.965057,0,-0.106038,1.088807,-0.033442,0.000000
3.967057,0,-0.104120,1.084229,-0.031568,0.000000
3.969057,0,-0.101819,1.077821,-0.029693,0.000000
3.971057,0,-0.099519,1.076905,-0.027816,0.000000
3.973057,0,-0.097601,1.058137,-0.025938,0.000000
3.975057,0,-0.095300,1.023347,-0.024059,0.000000
3.977058,0,-0.093383,1.106202,-0.022178,0.000000
3.979057,0,-0.091465,1.040742,-0.020299,0.000000
3.981057,0,-0.089164,1.073243,-0.018418,0.000000
3.983056,0,-0.087247,1.030213,-0.016537,0.000000
3.985055,0,-0.085329,1.001832,-0.014655,0.000000
3.987055,0,-0.083412,0.995879,-0.012773,0.000000
3.989054,0,-0.081111,0.988097,-0.010889,0.000000
3.991054,0,-0.079193,1.062257,-0.009006,0.000000
3.993054,0,-0.076892,1.049439,-0.007121,0.000000
3.995054,0,-0.074975,1.051270,-0.005237,0.000000
3.997055,0,-0.072673,1.007325,-0.003351,0.000000
3.999057,0,-0.070756,1.033418,-0.001464,0.000000
4.001055,0,-0.068838,1.010072,0.000419,0.000000
4.003057,0,-0.066537,1.059510,0.002306,0.000000
4.005059,0,-0.064620,1.025636,0.004192,0.000000
4.007067,0,-0.062319,1.073243,0.006084,0.000000
4.009058,0,-0.060401,0.998628,0.007961,0.000000
4.011055,0,-0.058484,1.006410,0.009842,0.000000
4.013055,0,-0.056566,0.984893,0.011725,0.000000
4.015056,0,-0.054649,1.016480,0.013609,0.000000
4.017055,0,-0.052348,1.030671,0.015491,0.000000
4.019060,0,-0.050430,1.022889,0.017378,0.000000
4.021057,0,-0.048513,1.007325,0.019256,0.000000
4.023057,0,-0.046595,1.036164,0.021137,0.000000
4.025056,0,-0.044294,0.974822,0.023015,0.000000
4.027056,0,-0.042377,1.032044,0.024894,0.000000
4.029058,0,-0.040459,0.983977,0.026773,0.000000
4.031057,0,-0.038159,0.996796,0.028649,0.000000
4.033058,0,-0.036241,1.039826,0.030525,0.000000
4.035058,0,-0.034324,1.053559,0.032400,0.000000
4.037059,0,-0.032023,1.027467,0.034273,0.000000
4.039059,0,-0.030489,0.962462,0.036145,0.000000
4.041059,0,-0.028188,0.987639,0.038015,0.000000
4.043060,0,-0.026270,1.006410,0.039884,0.000000
4.045060,0,-0.024352,0.958343,0.041751,0.000000
4.047060,0,-0.022434,0.899291,0.043616,0.000000
4.049061,0,-0.020517,0.964751,0.045481,0.000000
4.051060,0,-0.018600,0.990386,0.047342,0.000000
4.053060,0,-0.016682,1.035706,0.049201,0.000000
4.055060,0,-0.014765,0.963836,0.051059,0.000000
4.057060,0,-0.012847,0.962462,0.052915,0.000000
4.059063,0,-0.010546,1.021516,0.054771,0.000000
4.061060,0,-0.008629,0.981231,0.056620,0.000000
4.063060,0,-0.006711,0.942321,0.058469,0.000000
4.065061,0,-0.004794,1.009156,0.060317,0.000000
4.067060,0,-0.002876,1.016023,0.062160,0.000000
4.069058,0,-0.000959,0.956054,0.064001,0.000000
4.071058,0,0.000959,1.008241,0.065840,0.000000
4.073058,0,0.002876,0.942321,0.067677,0.000000
4.075058,0,0.004794,0.933623,0.069511,0.000000
4.077057,0,0.006711,0.901580,0.071342,0.000000
4.079058,0,0.008245,0.911651,0.073171,0.000000
4.081059,0,0.010163,0.889678,0.074998,0.000000
4.083083,0,0.012080,0.924926,0.076842,0.000000
4.085057,0,0.013998,0.927672,0.078639,0.000000
4.087062,0,0.015915,0.892882,0.080460,0.000000
4.089058,0,0.017449,0.951018,0.082269,0.000000
4.091058,0,0.019367,0.861295,0.084079,0.000000
4.093057,0,0.021284,0.927672,0.085885,0.000000
4.095057,0,0.023201,0.980773,0.087688,0.000000
4.097057,0,0.025119,1.015565,0.089488,0.000000
4.099057,0,0.027036,0.969329,0.091284,0.000000
4.101058,0,0.028954,0.931792,0.093078,0.000000
4.103057,0,0.030871,0.959258,0.094866,0.000000
4.105057,0,0.032789,0.934081,0.096651,0.000000
4.107058,0,0.034323,0.907073,0.098433,0.000000
4.109058,0,0.036240,0.944610,0.100211,0.000000
4.111058,0,0.038158,0.929961,0.101984,0.000000
4.113058,0,0.039692,0.887389,0.103753,0.000000
4.115057,0,0.041609,0.869992,0.105517,0.000000
4.117058,0,0.043527,0.927215,0.107279,0.000000
4.119057,0,0.045444,0.872281,0.109035,0.000000
4.121054,0,0.046978,0.879607,0.110785,0.000000
4.123057,0,0.048896,0.875028,0.112536,0.000000
4.125058,0,0.050431,0.866330,0.114280,0.000000
4.127054,0,0.052349,0.818723,0.116016,0.000000
4.129055,0,0.054266,0.826963,0.117751,0.000000
4.131057,0,0.056184,0.942779,0.119483,0.000000
4.133056,0,0.057718,0.853513,0.121207,0.000000
4.135057,0,0.059635,0.859006,0.122928,0.000000
4.137056,0,0.061552,0.914397,0.124643,0.000000
4.139057,0,0.063086,0.933166,0.126354,0.000000
4.141056,0,0.065004,0.888762,0.128058,0.000000
4.143056,0,0.066921,0.913024,0.129759,0.000000
4.145057,0,0.068455,0.869077,0.131455,0.000000
4.147057,0,0.070373,0.913939,0.133145,0.000000
4.149058,0,0.071907,0.871366,0.134830,0.000000
4.151057,0,0.073441,0.804990,0.136509,0.000000
4.153058,0,0.075358,0.788510,0.138183,0.000000
4.155056,0,0.077276,0.821469,0.139851,0.000000
4.157058,0,0.078810,0.821012,0.141515,0.000000
4.159057,0,0.080727,0.873654,0.143172,0.000000
4.161057,0,0.082261,0.843900,0.144823,0.000000
4.163057,0,0.083795,0.797666,0.146469,0.000000
4.165057,0,0.085713,0.918975,0.148109,0.000000
4.167057,0,0.087247,0.875028,0.149743,0.000000
4.169057,0,0.089164,0.881438,0.151372,0.000000
4.171057,0,0.091082,0.899291,0.152994,0.000000
4.173057,0,0.092616,0.893340,0.154610,0.000000
4.175057,0,0.094533,0.929961,0.156220,0.000000
4.177058,0,0.096067,0.839780,0.157825,0.000000
4.179057,0,0.097601,0.853055,0.159422,0.000000
4.181057,0,0.099519,0.836118,0.161013,0.000000
4.183057,0,0.101052,0.840238,0.162598,0.000000
4.185059,0,0.102970,0.793088,0.164178,0.000000
4.187057,0,0.104504,0.866330,0.165749,0.000000
4.189057,0,0.106421,0.856717,0.167314,0.000000
4.191057,0,0.107955,0.805905,0.168873,0.000000
4.193057,0,0.109489,0.706111,0.170425,0.000000
4.195056,0,0.111407,0.824216,0.171970,0.000000
4.197057,0,0.112941,0.792173,0.173509,0.000000
4.199058,0,0.114475,0.763791,0.175041,0.000000
4.201057,0,0.116009,0.883269,0.176566,0.000000
4.203057,0,0.117543,0.797666,0.178083,0.000000
4.205057,0,0.119460,0.831082,0.179594,0.000000
4.207057,0,0.120994,0.813687,0.181097,0.000000
4.209058,0,0.122912,0.864499,0.182594,0.000000
4.211057,0,0.124446,0.866788,0.184083,0.000000
4.213058,0,0.125980,0.854428,0.185565,0.000000
4.215058,0,0.127514,0.778897,0.187040,0.000000
4.217057,0,0.129431,0.832914,0.188507,0.000000
4.219058,0,0.131349,0.859464,0.189967,0.000000
4.221057,0,0.132883,0.770200,0.191418,0.000000
4.223057,0,0.134417,0.812314,0.192863,0.000000
4.225058,0,0.135951,0.869992,0.194300,0.000000
4.227057,0,0.137485,0.734950,0.195729,0.000000
4.229057,0,0.139019,0.772489,0.197151,0.000000
4.231058,0,0.140552,0.836118,0.198565,0.000000
4.233058,0,0.142086,0.752345,0.199971,0.000000
4.235058,0,0.144004,0.795835,0.201369,0.000000
4.237058,0,0.145538,0.825132,0.202759,0.000000
4.239060,0,0.147072,0.738612,0.204142,0.000000
4.241058,0,0.148607,0.842984,0.205515,0.000000
4.243058,0,0.150141,0.767911,0.206880,0.000000
4.245057,0,0.151675,0.771115,0.208237,0.000000
4.247057,0,0.153209,0.796292,0.209586,0.000000
4.249057,0,0.154743,0.745479,0.210927,0.000000
4.251057,0,0.156277,0.722591,0.212260,0.000000
4.253058,0,0.157811,0.755092,0.213585,0.000000
4.255057,0,0.159345,0.805905,0.214900,0.000000
4.257058,0,0.160879,0.732661,0.216208,0.000000
4.259057,0,0.162413,0.745021,0.217506,0.000000
4.261057,0,0.163947,0.783017,0.218796,0.000000
4.263058,0,0.165481,0.730830,0.220078,0.000000
4.265057,0,0.167015,0.830625,0.221350,0.000000
4.267057,0,0.168549,0.754634,0.222614,0.000000
4.269057,0,0.170083,0.717098,0.223869,0.000000
4.271058,0,0.171617,0.729915,0.225116,0.000000
4.273057,0,0.173151,0.756465,0.226353,0.000000
4.275057,0,0.174302,0.774320,0.227582,0.000000
4.277058,0,0.175836,0.756923,0.228801,0.000000
4.279058,0,0.177370,0.756923,0.230012,0.000000
4.281058,0,0.178904,0.719386,0.231213,0.000000
4.283058,0,0.180437,0.784391,0.232405,0.000000
4.285059,0,0.181588,0.689174,0.233589,0.000000
4.287058,0,0.183122,0.688258,0.234762,0.000000
4.289058,0,0.184656,0.739986,0.235926,0.000000
4.291057,0,0.185806,0.698787,0.237081,0.000000
4.293058,0,0.187340,0.739528,0.238227,0.000000
4.295057,0,0.188874,0.718471,0.239363,0.000000
4.297057,0,0.190408,0.740901,0.240489,0.000000
4.299057,0,0.191559,0.653926,0.241606,0.000000
4.301058,0,0.193093,0.799955,0.242715,0.000000
4.303057,0,0.194627,0.734493,0.243812,0.000000
4.305056,0,0.195777,0.672237,0.244900,0.000000
4.307058,0,0.197311,0.730830,0.245980,0.000000
4.309055,0,0.198462,0.640649,0.247047,0.000000
4.311057,0,0.199996,0.689632,0.248108,0.000000
4.313055,0,0.200379,0.759212,0.249156,0.000000
4.315057,0,0.202680,0.668117,0.250197,0.000000
4.317056,0,0.203831,0.608606,0.251226,0.000000
4.319057,0,0.205365,0.673610,0.252246,0.000000
4.321058,0,0.206515,0.564660,0.253256,0.000000
4.323058,0,0.208049,0.637445,0.254256,0.000000
4.325058,0,0.209200,0.571985,0.255245,0.000000
4.327057,0,0.210350,0.603113,0.256224,0.000000
4.329057,0,0.211884,0.637903,0.257194,0.000000
4.331057,0,0.213035,0.626916,0.258153,0.000000
4.333057,0,0.214185,0.586175,0.259102,0.000000
4.335057,0,0.215336,0.645229,0.260041,0.000000
4.337057,0,0.216870,0.632867,0.260969,0.000000
4.339056,0,0.218404,0.667201,0.261887,0.000000
4.341057,0,0.219171,0.629663,0.262795,0.000000
4.343058,0,0.220704,0.638818,0.263693,0.000000
4.345057,0,0.221855,0.620050,0.264580,0.000000
4.347058,0,0.223389,0.675441,0.265456,0.000000
4.349058,0,0.224539,0.650264,0.266323,0.000000
4.351057,0,0.225690,0.594415,0.267178,0.000000
4.353057,0,0.226840,0.643854,0.268022,0.000000
4.355057,0,0.227991,0.627374,0.268857,0.000000
4.357058,0,0.229525,0.603570,0.269681,0.000000
4.359057,0,0.230675,0.543146,0.270493,0.000000
4.361057,0,0.231826,0.613183,0.271295,0.000000
4.363057,0,0.232976,0.557336,0.272087,0.000000
4.365058,0,0.234127,0.543603,0.272868,0.000000
4.367057,0,0.234894,0.578393,0.273638,0.000000
4.369057,0,0.236044,0.517967,0.274397,0.000000
4.371057,0,0.237195,0.514305,0.275145,0.000000
4.373057,0,0.238345,0.535364,0.275883,0.000000
4.375057,0,0.239496,0.538110,0.276609,0.000000
4.377064,0,0.240646,0.516136,0.277327,0.000000
4.379057,0,0.241413,0.511558,0.278029,0.000000
4.381057,0,0.242180,0.491874,0.278723,0.000000
4.383056,0,0.243331,0.510643,0.279405,0.000000
4.385058,0,0.244481,0.562372,0.280077,0.000000
4.387057,0,0.245248,0.486839,0.280737,0.000000
4.389055,0,0.246400,0.569696,0.281386,0.000000
4.391057,0,0.247167,0.438774,0.282025,0.000000
4.393054,0,0.248318,0.458457,0.282651,0.000000
4.395057,0,0.249085,0.453880,0.283268,0.000000
4.397055,0,0.250235,0.492332,0.283872,0.000000
4.399057,0,0.251002,0.452507,0.284466,0.000000
4.401056,0,0.252153,0.418174,0.285048,0.000000
4.403057,0,0.252920,0.479515,0.285619,0.000000
4.405056,0,0.254070,0.520256,0.286178,0.000000
4.407057,0,0.255221,0.533075,0.286727,0.000000
4.409056,0,0.255988,0.511100,0.287263,0.000000
4.411057,0,0.256755,0.487297,0.287789,0.000000
4.413054,0,0.257905,0.475852,0.288303,0.000000
4.415057,0,0.259055,0.452049,0.288806,0.000000
4.417054,0,0.259822,0.444267,0.289297,0.000000
4.419054,0,0.260973,0.424583,0.289777,0.000000
4.421055,0,0.261740,0.506980,0.290245,0.000000
4.423057,0,0.262507,0.437858,0.290703,0.000000
4.425056,0,0.263274,0.475852,0.291148,0.000000
4.427057,0,0.264041,0.393911,0.291582,0.000000
4.429056,0,0.264808,0.382009,0.292004,0.000000
4.431056,0,0.265575,0.363699,0.292415,0.000000
4.433056,0,0.266342,0.359121,0.292815,0.000000
4.435058,0,0.267109,0.338522,0.293203,0.000000
4.437057,0,0.267492,0.338979,0.293579,0.000000
4.439057,0,0.268259,0.326620,0.293943,0.000000
4.441057,0,0.269026,0.317007,0.294296,0.000000
4.443057,0,0.269410,0.302358,0.294637,0.000000
4.445058,0,0.270177,0.249714,0.294967,0.000000
4.447057,0,0.270560,0.267566,0.295285,0.000000
4.449059,0,0.271327,0.249714,0.295591,0.000000
4.451057,0,0.271711,0.234607,0.295885,0.000000
4.453058,0,0.272094,0.250171,0.296168,0.000000
4.455058,0,0.272478,0.180134,0.296440,0.000000
4.457057,0,0.273245,0.283588,0.296699,0.000000
4.459058,0,0.273628,0.212635,0.296947,0.000000
4.461058,0,0.274012,0.213093,0.297182,0.000000
4.463057,0,0.274779,0.209888,0.297406,0.000000
4.465057,0,0.275162,0.313802,0.297619,0.000000
4.467057,0,0.275546,0.260700,0.297820,0.000000
4.469058,0,0.275929,0.248340,0.298009,0.000000
4.471057,0,0.276313,0.231403,0.298185,0.000000
4.473058,0,0.276696,0.225910,0.298351,0.000000
4.475065,0,0.277080,0.198444,0.298505,0.000000
4.477058,0,0.277847,0.187916,0.298646,0.000000
4.479057,0,0.278230,0.250629,0.298776,0.000000
4.481057,0,0.278614,0.147173,0.298894,0.000000
4.483057,0,0.278997,0.165483,0.299000,0.000000
4.485057,0,0.279381,0.231861,0.299094,0.000000
4.487057,0,0.279764,0.192493,0.299177,0.000000
4.489056,0,0.280531,0.245594,0.299247,0.000000
4.491057,0,0.280915,0.271229,0.299306,0.000000
4.493054,0,0.281298,0.184711,0.299353,0.000000
4.495057,0,0.281682,0.200733,0.299389,0.000000
4.497057,0,0.282065,0.223163,0.299412,0.000000
4.499057,0,0.282449,0.242389,0.299423,0.000000
4.501054,0,0.282832,0.231861,0.299423,0.000000
4.503057,0,0.283216,0.172808,0.299411,0.000000
4.505056,0,0.283599,0.150377,0.299387,0.000000
4.507055,0,0.284366,0.220417,0.299351,0.000000
4.509056,0,0.284750,0.224537,0.299303,0.000000
4.511055,0,0.285133,0.205311,0.299244,0.000000
4.513057,0,0.285517,0.224994,0.299172,0.000000
4.515054,0,0.285900,0.170061,0.299089,0.000000
4.517055,0,0.286284,0.212177,0.298994,0.000000
4.519054,0,0.286667,0.235065,0.298887,0.000000
4.521055,0,0.287051,0.118334,0.298769,0.000000
4.523057,0,0.287434,0.154955,0.298638,0.000000
4.525055,0,0.287818,0.176014,0.298496,0.000000
4.527057,0,0.288201,0.245594,0.298342,0.000000
4.529056,0,0.288585,0.223621,0.298176,0.000000
4.531057,0,0.288968,0.128862,0.297998,0.000000
4.533056,0,0.288968,0.125658,0.297809,0.000000
4.535056,0,0.289735,0.199360,0.297607,0.000000
4.537056,0,0.289735,0.137102,0.297394,0.000000
4.539057,0,0.290119,0.140764,0.297169,0.000000
4.541057,0,0.290502,0.060655,0.296933,0.000000
4.543057,0,0.290502,0.171434,0.296684,0.000000
4.545057,0,0.290886,0.113298,0.296424,0.000000
4.547058,0,0.290886,0.107347,0.296152,0.000000
4.549057,0,0.291269,0.082170,0.295869,0.000000
4.551056,0,0.291269,0.066606,0.295574,0.000000
4.553058,0,0.291269,0.029526,0.295267,0.000000
4.555057,0,0.291653,0.062487,0.294948,0.000000
4.557057,0,0.291269,0.004349,0.294618,0.000000
4.559057,0,0.291653,0.006638,0.294276,0.000000
4.561057,0,0.291653,-0.043260,0.293923,0.000000
4.563058,0,0.291653,-0.003433,0.293557,0.000000
4.565058,0,0.291653,0.022202,0.293180,0.000000
4.567058,0,0.291269,0.007553,0.292792,0.000000
4.569057,0,0.291269,-0.068894,0.292392,0.000000
4.571057,0,0.291269,-0.017624,0.291981,0.000000
4.573057,0,0.291269,0.015793,0.291558,0.000000
4.575058,0,0.291269,0.029984,0.291123,0.000000
4.577057,0,0.291269,-0.002518,0.290677,0.000000
4.579057,0,0.291269,0.004807,0.290219,0.000000
4.581057,0,0.291269,-0.078507,0.289750,0.000000
4.583057,0,0.291269,-0.032731,0.289270,0.000000
4.585057,0,0.291269,0.006638,0.288778,0.000000
4.587058,0,0.291269,-0.042344,0.288274,0.000000
4.589057,0,0.290886,-0.046006,0.287759,0.000000
4.591056,0,0.291269,0.019913,0.287234,0.000000
4.593057,0,0.290886,-0.004807,0.286696,0.000000
4.595057,0,0.291269,0.030441,0.286147,0.000000
4.597066,0,0.290886,-0.053330,0.285584,0.000000
4.599057,0,0.290886,0.002975,0.285015,0.000000
4.601057,0,0.290886,-0.026321,0.284432,0.000000
4.603056,0,0.290886,-0.059739,0.283838,0.000000
4.605058,0,0.290886,0.003891,0.283233,0.000000
4.607058,0,0.290886,-0.041886,0.282616,0.000000
4.609066,0,0.290886,0.054703,0.281986,0.000000
4.611058,0,0.290502,-0.068894,0.281350,0.000000
4.613057,0,0.290502,-0.038224,0.280700,0.000000
4.615057,0,0.290502,-0.049210,0.280039,0.000000
4.617057,0,0.290502,-0.089495,0.279367,0.000000
4.619057,0,0.290119,-0.072099,0.278684,0.000000
4.621057,0,0.290119,-0.079881,0.277989,0.000000
4.623057,0,0.290119,-0.055161,0.277284,0.000000
4.625057,0,0.290119,-0.060655,0.276568,0.000000
4.627058,0,0.290119,-0.057908,0.275841,0.000000
4.629057,0,0.290119,-0.036393,0.275103,0.000000
4.631057,0,0.290119,-0.029984,0.274354,0.000000
4.633058,0,0.289735,-0.009384,0.273594,0.000000
4.635057,0,0.289735,-0.045548,0.272824,0.000000
4.637057,0,0.289735,-0.079423,0.272042,0.000000
4.639058,0,0.289735,-0.036393,0.271250,0.000000
4.641057,0,0.289735,-0.021744,0.270447,0.000000
4.643057,0,0.289352,-0.064317,0.269634,0.000000
4.645057,0,0.289352,-0.053788,0.268809,0.000000
4.647058,0,0.289352,-0.081254,0.267974,0.000000
4.649057,0,0.288968,0.025864,0.267129,0.000000
4.651058,0,0.288968,-0.107805,0.266273,0.000000
4.653058,0,0.288968,-0.001144,0.265406,0.000000
4.655057,0,0.288968,-0.053788,0.264529,0.000000
4.657065,0,0.288585,-0.062486,0.263638,0.000000
4.659057,0,0.288585,-0.019913,0.262744,0.000000
4.661057,0,0.288585,-0.098192,0.261835,0.000000
4.663057,0,0.288585,-0.041429,0.260917,0.000000
4.665057,0,0.288201,-0.036851,0.259988,0.000000
4.667057,0,0.288201,0.006638,0.259048,0.000000
4.669057,0,0.288201,-0.016708,0.258099,0.000000
4.671057,0,0.287818,-0.026321,0.257139,0.000000
4.673057,0,0.287818,-0.016708,0.256169,0.000000
4.675058,0,0.287818,-0.092699,0.255188,0.000000
4.677057,0,0.287818,-0.040971,0.254199,0.000000
4.679058,0,0.287434,-0.119249,0.253198,0.000000
4.681057,0,0.287434,-0.060197,0.252188,0.000000
4.683057,0,0.287434,-0.027237,0.251168,0.000000
4.685057,0,0.287051,-0.090410,0.250137,0.000000
4.687057,0,0.286667,-0.046006,0.249097,0.000000
4.689062,0,0.286667,-0.072099,0.248045,0.000000
4.691057,0,0.286667,-0.108263,0.246988,0.000000
4.693057,0,0.286284,-0.089037,0.245918,0.000000
4.695057,0,0.286284,-0.086747,0.244839,0.000000
4.697058,0,0.285900,-0.056992,0.243749,0.000000
4.699057,0,0.285900,-0.149463,0.242651,0.000000
4.701067,0,0.285900,-0.125200,0.241537,0.000000
4.703057,0,0.285517,-0.097277,0.240425,0.000000
4.705056,0,0.285133,-0.111925,0.239298,0.000000
4.707057,0,0.285133,-0.144884,0.238161,0.000000
4.709056,0,0.284750,-0.119249,0.237016,0.000000
4.711059,0,0.284750,-0.142595,0.235858,0.000000
4.713055,0,0.284366,-0.143053,0.234696,0.000000
4.715058,0,0.284366,-0.151294,0.233520,0.000000
4.717058,0,0.283983,-0.159533,0.232336,0.000000
4.719058,0,0.283599,-0.090410,0.231144,0.000000
4.721055,0,0.283599,-0.119707,0.229944,0.000000
4.723057,0,0.283216,-0.157702,0.228731,0.000000
4.725058,0,0.282832,-0.128862,0.227511,0.000000
4.727057,0,0.282449,-0.140764,0.226283,0.000000
4.729056,0,0.282065,-0.177844,0.225046,0.000000
4.731055,0,0.281682,-0.225452,0.223799,0.000000
4.733058,0,0.281298,-0.191577,0.222542,0.000000
4.735057,0,0.280915,-0.182422,0.221278,0.000000
4.737056,0,0.280531,-0.224994,0.220005,0.000000
4.739058,0,0.280148,-0.152667,0.218722,0.000000
4.741056,0,0.279764,-0.203479,0.217433,0.000000
4.743056,0,0.278997,-0.238270,0.216134,0.000000
4.745057,0,0.278614,-0.224994,0.214825,0.000000
4.747057,0,0.278230,-0.178302,0.213509,0.000000
4.749058,0,0.277463,-0.310597,0.212184,0.000000
4.751057,0,0.277080,-0.223621,0.210851,0.000000
4.753057,0,0.276696,-0.275807,0.209509,0.000000
4.755058,0,0.275929,-0.332571,0.208159,0.000000
4.757057,0,0.275546,-0.349966,0.206802,0.000000
4.759058,0,0.274779,-0.360494,0.205436,0.000000
4.761058,0,0.274395,-0.344015,0.204061,0.000000
4.763058,0,0.273628,-0.317921,0.202679,0.000000
4.765057,0,0.272478,-0.350881,0.201289,0.000000
4.767057,0,0.271711,-0.327078,0.199890,0.000000
4.769057,0,0.270944,-0.436026,0.198484,0.000000
4.771057,0,0.270560,-0.486839,0.197070,0.000000
4.773057,0,0.269410,-0.447013,0.195648,0.000000
4.775057,0,0.268643,-0.454338,0.194218,0.000000
4.777057,0,0.267876,-0.470359,0.192781,0.000000
4.779057,0,0.266725,-0.495994,0.191336,0.000000
4.781059,0,0.265958,-0.497367,0.189882,0.000000
4.783057,0,0.264808,-0.474479,0.188423,0.000000
4.785057,0,0.263657,-0.530785,0.186956,0.000000
4.787057,0,0.262507,-0.569238,0.185481,0.000000
4.789057,0,0.261356,-0.581140,0.183998,0.000000
4.791113,0,0.260206,-0.597162,0.182467,0.000000
4.793057,0,0.259055,-0.590753,0.181012,0.000000
4.795057,0,0.257905,-0.606775,0.179508,0.000000
4.797057,0,0.256755,-0.653467,0.177997,0.000000
4.799057,0,0.255604,-0.600824,0.176478,0.000000
4.801058,0,0.254070,-0.643854,0.174952,0.000000
4.803058,0,0.252920,-0.665827,0.173421,0.000000
4.805058,0,0.251386,-0.642023,0.171882,0.000000
4.807057,0,0.250235,-0.675441,0.170336,0.000000
4.809057,0,0.248701,-0.743649,0.168784,0.000000
4.811057,0,0.247551,-0.647059,0.167225,0.000000
4.813057,0,0.246017,-0.652094,0.165659,0.000000
4.815057,0,0.244481,-0.712520,0.164086,0.000000
4.817058,0,0.242947,-0.682765,0.162507,0.000000
4.819057,0,0.241797,-0.762417,0.160923,0.000000
4.821058,0,0.240263,-0.771572,0.159330,0.000000
4.823057,0,0.238729,-0.763333,0.157733,0.000000
4.825058,0,0.237195,-0.777981,0.156128,0.000000
4.827058,0,0.235661,-0.763333,0.154517,0.000000
4.829058,0,0.234127,-0.820096,0.152901,0.000000
4.831058,0,0.232593,-0.783016,0.151278,0.000000
4.833057,0,0.230675,-0.836576,0.149650,0.000000
4.835057,0,0.229525,-0.715266,0.148015,0.000000
4.837057,0,0.227607,-0.755551,0.146375,0.000000
4.839057,0,0.226073,-0.798581,0.144729,0.000000
4.841058,0,0.224539,-0.821469,0.143076,0.000000
4.843057,0,0.222622,-0.897917,0.141419,0.000000
4.845057,0,0.220704,-0.889219,0.139756,0.000000
4.847058,0,0.219171,-0.837491,0.138087,0.000000
4.849057,0,0.217253,-0.884642,0.136413,0.000000
4.851058,0,0.215336,-0.885099,0.134733,0.000000
4.853056,0,0.213802,-0.860838,0.133049,0.000000
4.855057,0,0.211884,-0.898832,0.131358,0.000000
4.857054,0,0.210350,-0.888762,0.129665,0.000000
4.859060,0,0.208433,-0.891508,0.127959,0.000000
4.861058,0,0.206899,-0.836576,0.126256,0.000000
4.863057,0,0.204981,-0.822843,0.124546,0.000000
4.865055,0,0.203064,-0.919890,0.122832,0.000000
4.867057,0,0.201146,-0.982147,0.121109,0.000000
4.869056,0,0.199229,-0.976196,0.119385,0.000000
4.871057,0,0.197311,-0.970703,0.117654,0.000000
4.873058,0,0.195394,-0.880980,0.115918,0.000000
4.875057,0,0.193476,-0.977112,0.114180,0.000000
4.877058,0,0.191559,-0.965209,0.112436,0.000000
4.879057,0,0.189641,-1.032960,0.110688,0.000000
4.881056,0,0.187724,-0.973450,0.108936,0.000000
4.883057,0,0.185806,-0.907988,0.107178,0.000000
4.885058,0,0.183889,-0.927672,0.105416,0.000000
4.887057,0,0.181971,-1.023346,0.103651,0.000000
4.889058,0,0.180054,-0.990387,0.101881,0.000000
