t,i,q,dq,q_des,dq_des
4.828036,0,0.165865,-0.786678,0.154878,-0.808254
4.838144,0,0.157811,-0.832456,0.146631,-0.823239
4.848060,0,0.149374,-0.867704,0.138399,-0.837130
4.858155,0,0.140936,-0.797666,0.129880,-0.850439
4.868057,0,0.132116,-0.816892,0.121398,-0.862663
4.878134,0,0.123679,-0.834287,0.112646,-0.874245
4.888077,0,0.114858,-0.909362,0.103900,-0.884815
4.898067,0,0.106038,-0.886931,0.095011,-0.894565
4.908066,0,0.096834,-0.888304,0.086022,-0.903441
4.918159,0,0.088014,-0.884184,0.076861,-0.911498
4.928075,0,0.078426,-0.955138,0.067788,-0.918520
4.938141,0,0.069222,-0.976196,0.058510,-0.924737
4.948050,0,0.060018,-0.975738,0.049320,-0.929954
4.958136,0,0.050815,-0.908446,0.039917,-0.934338
4.968076,0,0.040842,-0.945067,0.030612,-0.937742
4.978148,0,0.031638,-0.934539,0.021154,-0.940258
4.988057,0,0.022051,-1.007782,0.011828,-0.941815
4.998066,0,0.012464,-0.944152,0.002398,-0.942460
5.008078,0,0.002493,-1.023346,-0.007037,-0.942174
5.018132,0,-0.006711,-0.913482,-0.016504,-0.940949
5.028047,0,-0.016299,-0.987640,-0.025824,-0.938822
5.038149,0,-0.025887,-0.946441,-0.035294,-0.935717
5.048062,0,-0.035474,-0.900206,-0.044551,-0.931755
5.058147,0,-0.044678,-0.956511,-0.053922,-0.926797
5.068043,0,-0.054265,-0.957427,-0.063067,-0.921027
5.078146,0,-0.063469,-0.938659,-0.072338,-0.914218
5.088077,0,-0.072673,-0.866331,-0.081380,-0.906627
5.098155,0,-0.081878,-0.922637,-0.090475,-0.898022
5.108067,0,-0.091082,-0.898832,-0.099330,-0.888682
5.118065,0,-0.099902,-0.840238,-0.108164,-0.878387
5.128063,0,-0.108722,-0.939574,-0.116892,-0.867225
5.138141,0,-0.117159,-0.854887,-0.125571,-0.855108
5.148064,0,-0.126364,-0.883268,-0.133994,-0.842340
5.158136,0,-0.134417,-0.816892,-0.142409,-0.828544
5.168056,0,-0.143238,-0.841153,-0.150558,-0.814145
5.178144,0,-0.150908,-0.801328,-0.158694,-0.798691
5.188064,0,-0.159345,-0.848477,-0.166538,-0.782713
5.198137,0,-0.167014,-0.793088,-0.174337,-0.765710
5.208077,0,-0.174685,-0.768368,-0.181862,-0.748179
5.218146,0,-0.182355,-0.766537,-0.189303,-0.729678
5.228067,0,-0.190025,-0.780270,-0.196448,-0.710735
5.238153,0,-0.196928,-0.707484,-0.203517,-0.690768
5.248064,0,-0.204214,-0.638361,-0.210263,-0.670474
5.258134,0,-0.210734,-0.604028,-0.216908,-0.649187
5.268054,0,-0.217253,-0.692378,-0.223241,-0.627583
5.278141,0,-0.223773,-0.693294,-0.229458,-0.604988
5.288059,0,-0.229909,-0.574273,-0.235346,-0.582181
5.298067,0,-0.235278,-0.503319,-0.241054,-0.558596
5.308067,0,-0.241030,-0.501488,-0.246520,-0.534475
5.318211,0,-0.246016,-0.490043,-0.251816,-0.509468
5.328047,0,-0.251001,-0.478599,-0.256706,-0.484728
5.338168,0,-0.256370,-0.563745,-0.261481,-0.458787
5.348067,0,-0.261356,-0.463951,-0.265895,-0.432969
5.358149,0,-0.265191,-0.349966,-0.270126,-0.406239
5.368075,0,-0.268642,-0.386130,-0.274026,-0.379528
5.378068,0,-0.272094,-0.331655,-0.277682,-0.352262
5.388066,0,-0.275162,-0.269856,-0.281067,-0.324634
5.398065,0,-0.278614,-0.324331,-0.284173,-0.296685
5.408075,0,-0.282449,-0.382010,-0.287001,-0.268411
5.418136,0,-0.285517,-0.337148,-0.289558,-0.239725
5.428075,0,-0.290502,-0.346304,-0.291799,-0.211152
5.438169,0,-0.292420,-0.305562,-0.293783,-0.181924
5.448047,0,-0.294337,-0.138933,-0.295438,-0.153145
5.458065,0,-0.295488,-0.051957,-0.296825,-0.123805
5.468064,0,-0.295871,-0.003891,-0.297916,-0.094400
5.478106,0,-0.295488,0.060198,-0.298715,-0.064775
5.488066,0,-0.295488,0.005264,-0.299214,-0.035328
5.498066,0,-0.295104,-0.008011,-0.299419,-0.005727
5.508158,0,-0.295104,-0.032731,-0.299326,0.024153
5.518136,0,-0.295104,-0.036851,-0.298938,0.053670
5.528070,0,-0.295104,-0.016708,-0.298259,0.083006
5.538140,0,-0.294721,0.058365,-0.297274,0.112657
5.548059,0,-0.294337,0.094072,-0.296012,0.141756
5.558145,0,-0.293570,0.058824,-0.294434,0.171203
5.568044,0,-0.292803,0.066149,-0.292596,0.199939
5.578136,0,-0.291653,0.107347,-0.290432,0.229036
5.588054,0,-0.290502,0.161363,-0.288019,0.257405
5.598132,0,-0.290502,0.137560,-0.285281,0.285976
5.608056,0,-0.287434,0.153582,-0.282304,0.313832
5.618140,0,-0.286284,0.133440,-0.278998,0.341824
5.628067,0,-0.284750,0.159075,-0.275470,0.369042
5.638134,0,-0.282832,0.170061,-0.271617,0.396281
5.648062,0,-0.280531,0.256580,-0.267551,0.422755
5.658130,0,-0.277847,0.250629,-0.263161,0.449182
5.668054,0,-0.274779,0.328909,-0.258576,0.474791
5.678132,0,-0.270944,0.396658,-0.253662,0.500326
5.688074,0,-0.266725,0.456169,-0.248564,0.525026
5.698145,0,-0.261739,0.586633,-0.243153,0.549521
5.708054,0,-0.255220,0.680476,-0.237591,0.573089
5.718144,0,-0.248317,0.684139,-0.231690,0.596514
5.728051,0,-0.240647,0.726253,-0.225669,0.618932
5.738145,0,-0.233744,0.731288,-0.219309,0.641155
5.748058,0,-0.226074,0.683681,-0.212847,0.662355
5.758133,0,-0.218404,0.750514,-0.206068,0.683241
5.768073,0,-0.210350,0.806363,-0.199177,0.703178
5.778137,0,-0.203064,0.778440,-0.192002,0.722663
5.788075,0,-0.195010,0.839780,-0.184727,0.741196
5.798132,0,-0.187340,0.773862,-0.177182,0.759216
5.808044,0,-0.179287,0.827878,-0.169572,0.776234
5.818059,0,-0.171616,0.836118,-0.161714,0.792666
5.828059,0,-0.163946,0.724880,-0.153709,0.808289
5.838057,0,-0.156277,0.804532,-0.145553,0.823113
5.848070,0,-0.147840,0.813687,-0.137240,0.837144
5.858065,0,-0.139786,0.831998,-0.128806,0.850324
5.868112,0,-0.131733,0.847562,-0.120200,0.862729
5.878145,0,-0.123296,0.781644,-0.111486,0.874256
5.888044,0,-0.114475,0.890136,-0.102779,0.884780
5.898143,0,-0.105654,0.880523,-0.093793,0.894636
5.908059,0,-0.096834,0.934081,-0.084878,0.903435
5.918058,0,-0.087630,0.938659,-0.075803,0.911421
5.928075,0,-0.078043,0.924468,-0.066637,0.918520
5.938136,0,-0.068838,0.924926,-0.057364,0.924734
5.948058,0,-0.059634,0.983520,-0.048162,0.929958
5.958158,0,-0.050047,0.955138,-0.038747,0.934347
5.968059,0,-0.040459,0.927215,-0.029478,0.937737
5.978059,0,-0.030872,0.962462,-0.020087,0.940240
5.988055,0,-0.021284,0.939116,-0.010680,0.941814
5.998062,0,-0.011313,0.998628,-0.001251,0.942460
6.008054,0,-0.001726,0.939116,0.008166,0.942176
6.018142,0,0.007862,0.978484,0.017664,0.940947
6.028057,0,0.017449,0.909820,0.026984,0.938819
6.038059,0,0.027036,0.918975,0.036360,0.935749
6.048059,0,0.036240,0.908446,0.045698,0.931756
6.058059,0,0.045828,0.988555,0.054992,0.926844
6.068056,0,0.055417,0.996796,0.064229,0.921019
6.078056,0,0.064620,0.945983,0.073406,0.914283
6.088074,0,0.073824,0.986266,0.082528,0.906630
6.098137,0,0.083028,0.949645,0.091609,0.898039
6.108077,0,0.092232,0.857633,0.100490,0.888672
6.118165,0,0.100669,0.840238,0.109403,0.878279
6.128058,0,0.109873,0.908904,0.118038,0.867231
6.138058,0,0.118693,0.891509,0.126651,0.855212
6.148058,0,0.127514,0.832914,0.135139,0.842349
6.158058,0,0.135567,0.764707,0.143495,0.828654
6.168058,0,0.144387,0.875943,0.151709,0.814143
6.178058,0,0.152826,0.814145,0.159775,0.798826
6.188058,0,0.160879,0.804990,0.167683,0.782723
6.198058,0,0.168549,0.692836,0.175427,0.765846
6.208058,0,0.176219,0.790799,0.182998,0.748213
6.218059,0,0.183889,0.761043,0.190389,0.729842
6.228056,0,0.191559,0.800412,0.197591,0.710756
6.238058,0,0.198462,0.755092,0.204601,0.690961
6.248055,0,0.204981,0.724880,0.211407,0.670493
6.258058,0,0.212268,0.690089,0.218009,0.649351
6.268058,0,0.218787,0.660335,0.224394,0.627574
6.278058,0,0.224923,0.598993,0.230558,0.605177
6.288058,0,0.231059,0.622339,0.236495,0.582185
6.298058,0,0.236428,0.611810,0.242200,0.558616
6.308058,0,0.242180,0.578393,0.247666,0.534497
6.318058,0,0.248318,0.589380,0.252888,0.509850
6.328059,0,0.253687,0.513389,0.257862,0.484698
6.338058,0,0.257905,0.403982,0.262581,0.459072
6.348077,0,0.262123,0.397115,0.267050,0.432941
6.358138,0,0.265958,0.327535,0.271271,0.406270
6.368066,0,0.270177,0.466239,0.275173,0.379552
6.378064,0,0.274012,0.387045,0.278831,0.352272
6.388075,0,0.278614,0.444267,0.282220,0.324611
6.398143,0,0.282449,0.389333,0.285347,0.296466
6.408075,0,0.285517,0.248340,0.288152,0.268411
6.418137,0,0.287818,0.231861,0.290709,0.239723
6.428075,0,0.289735,0.249714,0.292949,0.211154
6.438137,0,0.290502,0.132524,0.294927,0.182018
6.448070,0,0.291269,0.106432,0.296592,0.153077
6.458138,0,0.292036,0.029068,0.297985,0.123592
6.468045,0,0.292420,0.055161,0.299065,0.094456
6.478059,0,0.292803,0.045547,0.299863,0.064913
6.488058,0,0.293187,0.032272,0.300364,0.035349
6.498058,0,0.293187,0.065233,0.300570,0.005751
6.508059,0,0.293187,0.012131,0.300479,-0.023859
6.518139,0,0.293187,-0.020370,0.300088,-0.053678
6.528036,0,0.293187,-0.025864,0.299412,-0.082904
6.538170,0,0.293187,-0.056077,0.298421,-0.112745
6.548154,0,0.293187,-0.028152,0.297149,-0.142036
6.558145,0,0.293187,0.011215,0.295584,-0.171205
6.568048,0,0.292803,0.008011,0.293746,-0.199951
6.578141,0,0.292420,-0.019913,0.291581,-0.229049
6.588075,0,0.291653,-0.075761,0.289164,-0.257464
6.598173,0,0.290886,-0.122454,0.286420,-0.286093
6.608052,0,0.289352,-0.163195,0.283456,-0.313820
6.618179,0,0.287818,-0.198901,0.280135,-0.341932
6.628077,0,0.285133,-0.326162,0.276616,-0.369072
6.638141,0,0.282065,-0.352255,0.272765,-0.396299
6.648055,0,0.278230,-0.348592,0.268704,-0.422738
6.658134,0,0.274012,-0.347219,0.264310,-0.449194
6.668056,0,0.269793,-0.411765,0.259726,-0.474798
6.678138,0,0.265575,-0.486381,0.254810,-0.500341
6.688075,0,0.261356,-0.429617,0.249715,-0.525027
6.698138,0,0.256755,-0.487297,0.244308,-0.549504
6.708046,0,0.251769,-0.499657,0.238746,-0.573069
6.718139,0,0.246017,-0.555504,0.232844,-0.596501
6.728075,0,0.239496,-0.692378,0.226805,-0.618984
6.738154,0,0.233360,-0.608148,0.220453,-0.641175
6.748075,0,0.226457,-0.639277,0.213986,-0.662390
6.758150,0,0.219938,-0.721217,0.207207,-0.683275
6.768053,0,0.212651,-0.716640,0.200342,-0.703137
6.778155,0,0.205365,-0.775234,0.193139,-0.722698
6.788056,0,0.197695,-0.664454,0.185892,-0.741162
6.798133,0,0.190025,-0.817807,0.178331,-0.759219
6.808073,0,0.181971,-0.794461,0.170699,-0.776284
6.818140,0,0.174302,-0.838864,0.162801,-0.792795
6.828092,0,0.165865,-0.774777,0.154833,-0.808340
6.838144,0,0.157811,-0.831540,0.146632,-0.823238
6.848046,0,0.149374,-0.802243,0.138411,-0.837112
6.858149,0,0.140552,-0.937285,0.129885,-0.850432
6.868064,0,0.132116,-0.883726,0.121392,-0.862671
6.878152,0,0.123295,-0.839322,0.112630,-0.874265
6.888061,0,0.114475,-0.914397,0.103914,-0.884798
6.898147,0,0.105654,-0.897001,0.094940,-0.894639
6.908072,0,0.096451,-0.892881,0.086016,-0.903446
6.918154,0,0.087630,-0.881895,0.076866,-0.911494
6.928069,0,0.078426,-0.911193,0.067793,-0.918516
6.938142,0,0.069222,-0.929503,0.058509,-0.924738
6.948080,0,0.059635,-0.985809,0.049292,-0.929968
6.958138,0,0.050431,-0.942321,0.039916,-0.934339
6.968065,0,0.040842,-1.005951,0.030623,-0.937739
6.978137,0,0.031638,-0.901579,0.021164,-0.940256
6.988082,0,0.022051,-0.958343,0.011805,-0.941817
6.998153,0,0.012464,-0.938201,0.002316,-0.942462
7.008062,0,0.002876,-1.043488,-0.007022,-0.942176
7.018127,0,-0.006328,-0.975281,-0.016500,-0.940950
7.028059,0,-0.015915,-0.924926,-0.025836,-0.938818
7.038140,0,-0.025503,-1.027467,-0.035285,-0.935720
7.048055,0,-0.035091,-0.879606,-0.044544,-0.931758
7.058059,0,-0.044294,-0.936828,-0.053841,-0.926844
7.068053,0,-0.053882,-0.880522,-0.063075,-0.921020
7.078058,0,-0.063086,-0.898832,-0.072257,-0.914281
7.088049,0,-0.072673,-0.982605,-0.081354,-0.906650
7.098134,0,-0.081494,-0.947356,-0.090456,-0.898041
7.108068,0,-0.090698,-0.933623,-0.099331,-0.888680
7.118156,0,-0.099902,-0.913482,-0.108244,-0.878289
7.128052,0,-0.108722,-0.876402,-0.116882,-0.867238
7.138131,0,-0.117159,-0.870909,-0.125563,-0.855121
7.148056,0,-0.125980,-0.905699,-0.133987,-0.842351
7.158056,0,-0.134417,-0.758297,-0.142342,-0.828658
7.168052,0,-0.142854,-0.802701,-0.150554,-0.814151
7.178135,0,-0.150908,-0.848020,-0.158686,-0.798706
7.188067,0,-0.159345,-0.838864,-0.166540,-0.782708
7.198137,0,-0.167014,-0.750515,-0.174337,-0.765709
7.208057,0,-0.174685,-0.703365,-0.181847,-0.748215
7.218142,0,-0.182355,-0.715266,-0.189300,-0.729685
7.228067,0,-0.190025,-0.707942,-0.196448,-0.710734
7.238144,0,-0.196928,-0.704738,-0.203510,-0.690788
7.248048,0,-0.204214,-0.615014,-0.210252,-0.670507
7.258146,0,-0.210734,-0.694667,-0.216916,-0.649161
7.268063,0,-0.217253,-0.659876,-0.223246,-0.627563
7.278138,0,-0.223390,-0.634241,-0.229456,-0.604995
7.288071,0,-0.229526,-0.597619,-0.235353,-0.582153
7.298067,0,-0.235278,-0.538567,-0.241054,-0.558596
7.308053,0,-0.240647,-0.548638,-0.246513,-0.534510
7.318149,0,-0.245632,-0.504235,-0.251784,-0.509625
7.328064,0,-0.251001,-0.533989,-0.256714,-0.484686
7.338137,0,-0.256370,-0.505608,-0.261466,-0.458868
7.348052,0,-0.261356,-0.441062,-0.265888,-0.433008
7.358139,0,-0.265574,-0.454795,-0.270122,-0.406266
7.368038,0,-0.269026,-0.381552,-0.274011,-0.379628
7.378135,0,-0.272478,-0.360494,-0.277706,-0.352077
7.388064,0,-0.275546,-0.359579,-0.281066,-0.324641
7.398144,0,-0.278614,-0.371938,-0.284196,-0.296463
7.408053,0,-0.282065,-0.370565,-0.286996,-0.268474
7.418146,0,-0.285517,-0.338979,-0.289560,-0.239697
7.428064,0,-0.290502,-0.374685,-0.291796,-0.211186
7.438154,0,-0.292420,-0.290456,-0.293780,-0.181969
7.448051,0,-0.294337,-0.163195,-0.295438,-0.153134
7.458138,0,-0.295488,-0.079881,-0.296834,-0.123590
7.468054,0,-0.295871,0.001602,-0.297915,-0.094431
7.478142,0,-0.295488,0.026779,-0.298718,-0.064669
7.488074,0,-0.295104,-0.013046,-0.299214,-0.035302
7.498141,0,-0.295104,-0.002518,-0.299420,-0.005503
7.508059,0,-0.295104,-0.009384,-0.299329,0.023859
7.518142,0,-0.295104,0.033188,-0.298938,0.053687
7.528075,0,-0.294721,0.066149,-0.298259,0.083020
7.538148,0,-0.294337,0.040054,-0.297273,0.112681
7.548053,0,-0.294337,0.046921,-0.296013,0.141739
7.558137,0,-0.293570,0.114672,-0.294435,0.171182
7.568055,0,-0.292803,0.087664,-0.292594,0.199971
7.578138,0,-0.292036,0.082170,-0.290431,0.229041
7.588067,0,-0.290502,0.248340,-0.288016,0.257441
7.598148,0,-0.290502,0.121996,-0.285276,0.286023
7.608064,0,-0.287818,0.168688,-0.282302,0.313855
7.618137,0,-0.286284,0.118791,-0.278999,0.341814
7.628063,0,-0.284750,0.162279,-0.275471,0.369032
7.638138,0,-0.282832,0.166857,-0.271616,0.396292
7.648064,0,-0.280148,0.279926,-0.267550,0.422761
7.658133,0,-0.277463,0.328909,-0.263160,0.449190
7.668073,0,-0.274395,0.322042,-0.258567,0.474841
7.678138,0,-0.270944,0.331655,-0.253659,0.500342
7.688080,0,-0.266341,0.485008,-0.248561,0.525041
7.698132,0,-0.260972,0.548639,-0.243161,0.549490
7.708065,0,-0.254453,0.711604,-0.237585,0.573114
7.718140,0,-0.247550,0.684139,-0.231692,0.596504
7.728060,0,-0.240647,0.674068,-0.225663,0.618951
7.738139,0,-0.233361,0.712520,-0.219312,0.641144
7.748067,0,-0.226074,0.753261,-0.212841,0.662374
7.758132,0,-0.218404,0.811399,-0.206069,0.683239
7.768073,0,-0.210350,0.739528,-0.199177,0.703178
7.778136,0,-0.203064,0.756465,-0.192002,0.722661
7.788074,0,-0.195394,0.752345,-0.184728,0.741195
7.798137,0,-0.187724,0.797666,-0.177178,0.759225
7.808062,0,-0.179670,0.808652,-0.169558,0.776265
7.818139,0,-0.172001,0.756923,-0.161651,0.792794
7.828047,0,-0.164330,0.768369,-0.153719,0.808271
7.838130,0,-0.156277,0.810483,-0.145493,0.823218
7.848075,0,-0.147840,0.850309,-0.137236,0.837151
7.858138,0,-0.139786,0.790341,-0.128744,0.850418
7.868073,0,-0.131733,0.816434,-0.120234,0.862682
7.878145,0,-0.123296,0.869535,-0.111486,0.874257
7.888073,0,-0.114091,0.945983,-0.102753,0.884810
7.898138,0,-0.105271,0.925384,-0.093797,0.894631
7.908057,0,-0.096451,0.880980,-0.084879,0.903433
7.918142,0,-0.087630,0.839322,-0.075727,0.911484
7.928073,0,-0.078043,0.902038,-0.066639,0.918519
7.938132,0,-0.068838,0.993133,-0.057368,0.924732
7.948061,0,-0.059251,0.996796,-0.048159,0.929959
7.958136,0,-0.050047,0.935454,-0.038767,0.934338
7.968061,0,-0.040076,0.931334,-0.029476,0.937737
7.978143,0,-0.030872,0.985808,-0.020008,0.940257
7.988151,0,-0.020900,1.003205,-0.010590,0.941825
7.998076,0,-0.011313,0.984893,-0.001239,0.942461
8.008056,0,-0.001726,0.962462,0.008167,0.942176
8.018064,0,0.007862,0.965667,0.017591,0.940961
8.028055,0,0.017449,0.941405,0.026982,0.938820
8.038148,0,0.027036,0.945525,0.036443,0.935718
8.048039,0,0.036240,0.884643,0.045679,0.931765
8.058137,0,0.045828,1.021973,0.055064,0.926802
8.068054,0,0.055417,0.923553,0.064228,0.921019
8.078128,0,0.064620,0.978942,0.073472,0.914231
8.088064,0,0.073441,0.848020,0.082519,0.906638
8.098137,0,0.083028,0.974364,0.091608,0.898039
8.108064,0,0.091849,0.833829,0.100478,0.888685
8.118132,0,0.100669,0.842527,0.109374,0.878315
8.128082,0,0.109873,0.920806,0.118059,0.867203
8.138143,0,0.118693,0.901580,0.126724,0.855106
8.148074,0,0.127514,0.862668,0.135153,0.842327
8.158148,0,0.135951,0.781644,0.143569,0.828527
8.168057,0,0.144387,0.885100,0.151709,0.814143
8.178142,0,0.152826,0.842984,0.159842,0.798694
8.188070,0,0.160879,0.801328,0.167693,0.782702
8.198132,0,0.168549,0.750057,0.175483,0.765719
8.208074,0,0.176219,0.738155,0.183009,0.748186
8.218136,0,0.183889,0.764249,0.190446,0.729697
8.228050,0,0.191559,0.719386,0.197586,0.710769
8.238137,0,0.198462,0.637445,0.204656,0.690802
8.248074,0,0.204981,0.668575,0.211420,0.670454
8.258155,0,0.211884,0.667201,0.218072,0.649141
8.268069,0,0.218787,0.679561,0.224401,0.627550
8.278144,0,0.224923,0.606317,0.230610,0.604982
8.288048,0,0.231059,0.530328,0.236490,0.582207
8.298157,0,0.236428,0.574731,0.242255,0.558380
8.308044,0,0.242180,0.550470,0.247659,0.534530
8.318143,0,0.247934,0.592584,0.252931,0.509640
8.328071,0,0.253303,0.442436,0.257868,0.484668
8.338142,0,0.257905,0.405813,0.262619,0.458854
8.348056,0,0.262123,0.435569,0.267040,0.432996
8.358133,0,0.265958,0.348592,0.271270,0.406282
8.368060,0,0.269793,0.421836,0.275170,0.379568
8.378149,0,0.274012,0.386129,0.278861,0.352038
8.388076,0,0.278614,0.423210,0.282220,0.324608
8.398139,0,0.282449,0.409933,0.285345,0.296478
8.408073,0,0.285517,0.219959,0.288152,0.268416
8.418136,0,0.288201,0.270313,0.290708,0.239725
8.428134,0,0.289735,0.134355,0.292962,0.210985
8.438156,0,0.290886,0.180134,0.294931,0.181963
8.448060,0,0.291653,0.073015,0.296590,0.153107
8.458132,0,0.292420,0.067522,0.297984,0.123609
8.468067,0,0.292420,0.006638,0.299067,0.094392
8.478138,0,0.292803,0.010300,0.299868,0.064681
8.488074,0,0.292803,-0.012589,0.300365,0.035304
8.498136,0,0.293187,0.029068,0.300570,0.005521
8.508154,0,0.293187,0.012589,0.300477,-0.024142
8.518124,0,0.293187,0.021744,0.300089,-0.053635
8.528034,0,0.293187,-0.022659,0.299413,-0.082898
8.538136,0,0.293187,-0.054246,0.298425,-0.112647
8.548074,0,0.293187,-0.073014,0.297160,-0.141801
8.558136,0,0.292803,-0.061570,0.295586,-0.171177
8.568074,0,0.292420,-0.024033,0.293741,-0.200025
8.578145,0,0.292036,-0.054246,0.291580,-0.229060
8.588068,0,0.291269,-0.108263,0.289166,-0.257445
8.598137,0,0.290502,-0.091326,0.286430,-0.285991
8.608059,0,0.289352,-0.194781,0.283454,-0.313840
8.618135,0,0.287434,-0.242847,0.280151,-0.341808
8.628044,0,0.285133,-0.312886,0.276629,-0.368980
8.638129,0,0.282065,-0.351339,0.272770,-0.396268
8.648064,0,0.278230,-0.442436,0.268701,-0.422761
8.658136,0,0.274012,-0.462120,0.264309,-0.449197
8.668062,0,0.269793,-0.416800,0.259723,-0.474813
8.678147,0,0.265575,-0.436484,0.254805,-0.500363
8.688057,0,0.261356,-0.455711,0.249724,-0.524982
8.698131,0,0.256755,-0.437857,0.244312,-0.549488
8.708062,0,0.251386,-0.564203,0.238737,-0.573106
8.718133,0,0.245633,-0.550011,0.232847,-0.596489
8.728085,0,0.239496,-0.680934,0.226798,-0.619007
8.738140,0,0.232976,-0.670405,0.220462,-0.641145
8.748064,0,0.226457,-0.668574,0.213994,-0.662366
8.758138,0,0.219938,-0.699703,0.207215,-0.683250
8.768074,0,0.212651,-0.806821,0.200327,-0.703179
8.778132,0,0.205365,-0.752804,0.193156,-0.722653
8.788074,0,0.197695,-0.740444,0.185878,-0.741195
8.798143,0,0.190408,-0.735867,0.178324,-0.759236
8.808053,0,0.182355,-0.778897,0.170715,-0.776250
8.818132,0,0.174302,-0.806363,0.162807,-0.792782
8.828059,0,0.165865,-0.824674,0.154860,-0.808289
8.838132,0,0.157811,-0.775234,0.146642,-0.823220
8.848075,0,0.149374,-0.875944,0.138386,-0.837152
8.858133,0,0.140936,-0.790341,0.129899,-0.850411
8.868045,0,0.132116,-0.871367,0.121409,-0.862648
8.878131,0,0.123679,-0.850309,0.112648,-0.874242
8.888069,0,0.114475,-0.921721,0.103907,-0.884806
8.898137,0,0.105654,-0.971619,0.094949,-0.894630
8.908074,0,0.096834,-0.882811,0.086014,-0.903448
8.918133,0,0.087630,-0.917144,0.076885,-0.911478
8.928070,0,0.078426,-0.901579,0.067792,-0.918516
8.938138,0,0.069222,-0.941405,0.058512,-0.924735
8.948036,0,0.059635,-0.982605,0.049333,-0.929947
8.958132,0,0.050431,-0.904326,0.039921,-0.934337
8.968075,0,0.040842,-0.942321,0.030613,-0.937742
8.978134,0,0.031255,-0.944152,0.021168,-0.940255
8.988075,0,0.022051,-0.901121,0.011812,-0.941816
8.998168,0,0.012464,-0.978027,0.002302,-0.942462
9.008057,0,0.002876,-0.931792,-0.007018,-0.942176
9.018139,0,-0.006328,-0.890593,-0.016512,-0.940948
9.028041,0,-0.016299,-1.023346,-0.025818,-0.938823
9.038170,0,-0.025503,-1.005035,-0.035313,-0.935710
9.048067,0,-0.035091,-0.911651,-0.044554,-0.931753
9.058136,0,-0.044294,-0.902494,-0.053912,-0.926803
9.068167,0,-0.053882,-0.967041,-0.063181,-0.920948
9.078135,0,-0.063086,-0.907072,-0.072328,-0.914226
9.088057,0,-0.072290,-0.847104,-0.081362,-0.906643
9.098058,0,-0.081494,-0.896544,-0.090387,-0.898110
9.108060,0,-0.090698,-0.952849,-0.099324,-0.888689
9.118058,0,-0.099519,-0.883726,-0.108158,-0.878394
9.128058,0,-0.108339,-0.862669,-0.116887,-0.867231
9.138058,0,-0.117159,-0.861296,-0.125500,-0.855212
9.148057,0,-0.125980,-0.790798,-0.133988,-0.842349
9.158058,0,-0.134417,-0.801786,-0.142344,-0.828654
9.168058,0,-0.142854,-0.798581,-0.150559,-0.814142
9.178059,0,-0.150908,-0.858091,-0.158625,-0.798825
9.188057,0,-0.158961,-0.770199,-0.166532,-0.782724
9.198058,0,-0.167014,-0.794461,-0.174276,-0.765846
9.208057,0,-0.174685,-0.726253,-0.181847,-0.748215
9.218058,0,-0.182355,-0.752346,-0.189238,-0.729843
9.228056,0,-0.189641,-0.713435,-0.196440,-0.710757
9.238058,0,-0.196928,-0.732662,-0.203451,-0.690960
9.248055,0,-0.203831,-0.746395,-0.210257,-0.670492
9.258057,0,-0.210350,-0.633326,-0.216857,-0.649353
9.268058,0,-0.217253,-0.670405,-0.223243,-0.627574
9.278059,0,-0.223390,-0.577936,-0.229408,-0.605176
9.288057,0,-0.229526,-0.597162,-0.235345,-0.582185
9.298058,0,-0.235278,-0.544060,-0.241049,-0.558616
9.308059,0,-0.240647,-0.505150,-0.246516,-0.534495
9.318138,0,-0.246016,-0.471733,-0.251779,-0.509650
9.328051,0,-0.251385,-0.577936,-0.256708,-0.484717
9.338072,0,-0.256370,-0.514763,-0.261436,-0.459037
9.348069,0,-0.261356,-0.455253,-0.265896,-0.432963
9.358137,0,-0.265574,-0.403983,-0.270121,-0.406272
9.368070,0,-0.268642,-0.295491,-0.274024,-0.379540
9.378138,0,-0.272094,-0.307851,-0.277707,-0.352070
9.388099,0,-0.275162,-0.336691,-0.281077,-0.324544
9.398139,0,-0.278614,-0.347219,-0.284195,-0.296476
9.408074,0,-0.282065,-0.366903,-0.287001,-0.268415
9.418134,0,-0.285517,-0.401694,-0.289557,-0.239733
9.428069,0,-0.288968,-0.386588,-0.291797,-0.211170
9.438137,0,-0.292036,-0.253376,-0.293777,-0.182018
9.448073,0,-0.294337,-0.183337,-0.295442,-0.153068
9.458158,0,-0.295488,-0.096361,-0.296837,-0.123534
9.468047,0,-0.295488,-0.001602,-0.297915,-0.094451
9.478137,0,-0.295488,0.057907,-0.298717,-0.064684
